Date,City,PM2_5,PM10,Season,Traffic_Index
2023-10-16 16:00,Daejeon,53.2,60.4,Summer,88.4
2023-10-17 00:00,Daegu,71.3,139.8,Spring,27.0
2023-10-17 08:00,Daejeon,73.4,119.8,Summer,69.3
2023-10-17 16:00,Daejeon,92.2,107.7,Spring,63.1
2023-10-18 00:00,Daegu,54.2,108.0,Autumn,52.7
2023-10-18 08:00,Daejeon,66.2,147.8,Spring,28.9
2023-10-18 16:00,Daejeon,41.4,95.7,Autumn,27.8
2023-10-19 00:00,Incheon,36.0,36.3,Summer,58.5
2023-10-19 08:00,Daegu,36.0,53.4,Autumn,45.8
2023-10-19 16:00,Seoul,83.4,141.0,Winter,80.5
2023-10-20 00:00,Daegu,68.8,114.3,Spring,19.9
2023-10-20 08:00,Seoul,92.0,145.1,Spring,72.3
2023-10-20 16:00,Seoul,50.8,80.9,Autumn,84.5
2023-10-21 00:00,Incheon,84.6,142.0,Spring,73.6
2023-10-21 08:00,Incheon,42.6,56.4,Autumn,42.5
2023-10-21 16:00,Daegu,78.7,137.5,Winter,46.7
2023-10-22 00:00,Daegu,46.8,73.5,Autumn,31.2
2023-10-22 08:00,Incheon,,127.6,Winter,34.4
2023-10-22 16:00,Daegu,48.8,78.7,Spring,24.5
2023-10-23 00:00,Daegu,73.7,122.5,Winter,34.2
2023-10-23 08:00,Seoul,86.4,146.3,Spring,64.0
2023-10-23 16:00,Seoul,64.9,128.3,Autumn,75.9
2023-10-24 00:00,Daejeon,69.8,137.0,Summer,93.4
2023-10-24 08:00,Seoul,83.3,173.8,Winter,84.5
2023-10-24 16:00,Daegu,55.7,67.6,Spring,11.9
2023-10-25 00:00,Daegu,30.7,70.6,Summer,15.0
2023-10-25 08:00,Busan,89.4,167.9,Winter,95.7
2023-10-25 16:00,Seoul,62.6,74.1,Summer,93.9
2023-10-26 00:00,Daejeon,99.6,195.4,Winter,97.0
2023-10-26 08:00,Seoul,54.7,83.0,Autumn,57.8
2023-10-26 16:00,Daegu,21.3,15.6,Summer,22.4
2023-10-27 00:00,Busan,49.8,96.2,Summer,47.2
2023-10-27 08:00,Seoul,55.3,112.1,Winter,20.6
2023-10-27 16:00,Busan,58.3,74.7,Winter,44.4
2023-10-28 00:00,Daejeon,57.1,87.6,Spring,13.9
2023-10-28 08:00,Incheon,51.9,77.1,Summer,51.3
2023-10-28 16:00,Seoul,31.0,56.3,Summer,27.7
2023-10-29 00:00,Busan,73.0,120.7,Spring,18.9
2023-10-29 08:00,Daegu,63.4,112.5,Winter,33.1
2023-10-29 16:00,Seoul,44.6,73.2,Summer,47.1
2023-10-30 00:00,Busan,54.9,65.0,Autumn,42.6
2023-10-30 08:00,Incheon,64.5,125.0,Autumn,89.4
2023-10-30 16:00,Seoul,29.1,39.8,Summer,10.1
2023-10-31 00:00,Busan,74.1,118.1,Winter,35.9
2023-10-31 08:00,Incheon,98.7,172.3,Winter,79.4
2023-10-31 16:00,Seoul,65.5,92.2,Winter,24.7
2023-11-01 00:00,Incheon,58.2,71.0,Autumn,42.4
2023-11-01 08:00,Busan,20.4,32.9,Autumn,21.6
2023-11-01 16:00,Seoul,52.7,110.8,Summer,28.9
2023-11-02 00:00,Daegu,44.2,52.1,Autumn,52.3
2023-11-02 08:00,Seoul,44.3,66.5,Summer,30.7
2023-11-02 16:00,Daejeon,67.3,128.2,Autumn,92.2
2023-11-03 00:00,Busan,62.0,99.2,Winter,57.3
2023-11-03 08:00,Daegu,36.5,54.6,Autumn,21.7
2023-11-03 16:00,Busan,83.2,123.9,Winter,96.4
2023-11-04 00:00,Daejeon,68.9,106.3,Autumn,87.7
2023-11-04 08:00,Daejeon,72.0,128.5,Winter,59.3
2023-11-04 16:00,Incheon,95.3,122.4,Winter,97.0
2023-11-05 00:00,Incheon,72.0,121.6,Winter,26.2
2023-11-05 08:00,Daegu,50.5,86.5,Autumn,20.5
2023-11-05 16:00,Incheon,58.1,107.8,Autumn,31.1
2023-11-06 00:00,Busan,83.4,127.1,Autumn,95.8
2023-11-06 08:00,Incheon,58.6,81.1,Summer,54.3
2023-11-06 16:00,Incheon,63.2,132.7,Spring,17.0
2023-11-07 00:00,Incheon,47.1,75.8,Autumn,41.3
2023-11-07 08:00,Daegu,59.5,119.6,Winter,35.7
2023-11-07 16:00,Busan,73.0,79.5,Spring,25.2
2023-11-08 00:00,Daejeon,28.2,53.2,Summer,17.2
2023-11-08 08:00,Busan,68.5,126.5,Autumn,76.4
2023-11-08 16:00,Daejeon,54.2,85.5,Autumn,60.8
2023-11-09 00:00,Busan,41.2,45.7,Summer,54.2
2023-11-09 08:00,Daegu,103.1,125.9,Winter,81.9
2023-11-09 16:00,Daegu,76.1,142.1,Spring,68.2
2023-11-10 00:00,Busan,73.2,127.7,Summer,70.5
2023-11-10 08:00,Incheon,26.0,49.3,Autumn,28.7
2023-11-10 16:00,Busan,35.8,40.1,Summer,15.5
2023-11-11 00:00,Incheon,47.4,71.1,Summer,17.5
2023-11-11 08:00,Incheon,63.5,100.4,Spring,17.8
2023-11-11 16:00,Daejeon,69.5,112.0,Spring,40.1
2023-11-12 00:00,Daegu,113.9,199.2,Spring,69.1
2023-11-12 08:00,Daejeon,64.0,121.7,Autumn,55.9
2023-11-12 16:00,Incheon,46.6,111.8,Autumn,40.3
2023-11-13 00:00,Seoul,44.0,30.7,Summer,26.3
2023-11-13 08:00,Incheon,78.9,122.9,Spring,84.0
2023-11-13 16:00,Daejeon,66.7,78.9,Winter,32.6
2023-11-14 00:00,Daegu,46.7,69.1,Autumn,34.9
2023-11-14 08:00,Busan,,67.6,Summer,10.5
2023-11-14 16:00,Daejeon,61.4,89.5,Winter,20.5
2023-11-15 00:00,Seoul,68.9,102.1,Winter,18.0
2023-11-15 08:00,Seoul,78.9,114.3,Winter,13.4
2023-11-15 16:00,Incheon,97.8,160.9,Winter,65.2
2023-11-16 00:00,Incheon,84.4,126.9,Spring,66.8
2023-11-16 08:00,Incheon,65.3,99.3,Winter,36.1
2023-11-16 16:00,Busan,91.6,152.2,Spring,59.2
2023-11-17 00:00,Daegu,59.6,81.1,Summer,53.9
2023-11-17 08:00,Daejeon,70.4,109.9,Autumn,69.0
2023-11-17 16:00,Seoul,110.8,187.2,Winter,99.2
2023-11-18 00:00,Busan,68.6,88.1,Summer,44.1
2023-11-18 08:00,Incheon,85.9,137.5,Winter,32.8
2023-11-18 16:00,Busan,41.6,65.9,Autumn,32.5
2023-11-19 00:00,Daegu,76.7,124.8,Spring,30.7
2023-11-19 08:00,Seoul,91.1,149.3,Spring,91.5
2023-11-19 16:00,Daegu,94.6,192.1,Spring,73.8
2023-11-20 00:00,Seoul,63.4,90.5,Summer,67.6
2023-11-20 08:00,Incheon,63.9,126.4,Summer,61.8
2023-11-20 16:00,Incheon,50.1,75.9,Autumn,66.7
2023-11-21 00:00,Seoul,81.4,148.4,Spring,58.0
2023-11-21 08:00,Seoul,61.8,121.6,Autumn,64.7
2023-11-21 16:00,Incheon,98.8,170.3,Winter,87.1
2023-11-22 00:00,Daegu,68.4,118.7,Winter,50.9
2023-11-22 08:00,Daejeon,81.3,116.3,Autumn,74.1
2023-11-22 16:00,Daejeon,99.8,201.9,Spring,76.9
2023-11-23 00:00,Seoul,80.9,93.5,Winter,48.6
2023-11-23 08:00,Seoul,59.8,106.4,Autumn,84.6
2023-11-23 16:00,Busan,48.4,87.7,Autumn,27.0
2023-11-24 00:00,Incheon,37.7,48.8,Summer,48.7
2023-11-24 08:00,Daejeon,67.6,100.9,Summer,45.6
2023-11-24 16:00,Daegu,80.2,97.6,Spring,46.9
2023-11-25 00:00,Daegu,73.5,138.7,Winter,36.5
2023-11-25 08:00,Busan,40.9,56.1,Autumn,49.1
2023-11-25 16:00,Seoul,40.2,68.5,Autumn,26.7
2023-11-26 00:00,Busan,100.9,123.7,Spring,80.9
2023-11-26 08:00,Busan,67.7,90.8,Autumn,83.5
2023-11-26 16:00,Busan,63.2,117.4,Summer,90.9
2023-11-27 00:00,Daejeon,45.7,82.6,Summer,40.2
2023-11-27 08:00,Daejeon,111.8,195.0,Spring,85.4
2023-11-27 16:00,Daejeon,56.3,75.6,Summer,73.0
2023-11-28 00:00,Daegu,71.0,116.3,Winter,47.5
2023-11-28 08:00,Daejeon,75.1,144.4,Autumn,88.4
2023-11-28 16:00,Incheon,108.9,153.6,Spring,96.2
2023-11-29 00:00,Daegu,68.2,101.5,Winter,43.7
2023-11-29 08:00,Busan,36.3,60.3,Autumn,23.4
2023-11-29 16:00,Busan,59.1,97.3,Autumn,73.6
2023-11-30 00:00,Daegu,73.5,86.9,Autumn,69.4
