BookingID,LeadTime,BookingChannel,DepositType,CustomerType,IsCanceled
630988,256.0,Online Travel Agent,No Deposit,Transient,Yes
630989,86.0,Corporate,No Deposit,Transient-Party,Yes
630990,15.0,Online Travel Agent,No Deposit,Transient-Party,No
630991,,Online Travel Agent,No Deposit,Transient,Yes
630992,166.0,Online Travel Agent,No Deposit,Group,No
630993,38.0,Online Travel Agent,No Deposit,Transient,No
630994,2.0,Online Travel Agent,No Deposit,Group,Yes
630995,46.0,Online Travel Agent,Non Refundable,Transient-Party,No
630996,12.0,Online Travel Agent,No Deposit,Group,No
630997,33.0,Online Travel Agent,No Deposit,Group,Yes
630998,34.0,Online Travel Agent,No Deposit,Group,No
630999,5.0,Online Travel Agent,Non Refundable,Transient,No
631000,10.0,Online Travel Agent,No Deposit,Transient,No
