Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Global_Sales
Video Game 811,PS4,2016,Platform,0.93,0.75,0.09,1.91
Video Game 812,PS3,2018,Sports,0.8,0.65,0.08,1.59
Video Game 813,PS4,1997,Role-Playing,0.32,0.15,0.3,0.93
Video Game 814,PS4,1999,Shooter,1.21,0.9,0.12,2.39
Video Game 815,PC,2018,Action,0.0,0.0,0.0,0.14
Video Game 816,XOne,2020,Shooter,0.19,0.14,0.02,0.48
Video Game 817,PS4,2015,Shooter,0.12,0.09,0.01,0.29
Video Game 818,Switch,2007,Action,0.78,0.58,0.08,1.63
Video Game 819,PS3,1997,Action,0.0,0.0,0.0,0.13
Video Game 820,PS4,1999,Shooter,0.43,0.22,0.04,0.85
Video Game 821,Wii,2003,Platform,0.17,0.09,0.02,0.4
Video Game 822,PS3,2001,Shooter,0.03,0.02,0.0,0.16
Video Game 823,Wii,2002,Action,0.38,0.27,0.04,0.87
Video Game 824,PS4,1998,Action,0.13,0.07,0.01,0.38
Video Game 825,XOne,2020,Misc,0.41,0.32,0.04,0.94
Video Game 826,PS3,2007,Role-Playing,0.06,0.03,0.06,0.28
Video Game 827,Switch,2017,Platform,0.07,0.06,0.01,0.24
Video Game 828,Wii,2018,Action,0.37,0.28,0.04,0.8
Video Game 829,PC,1996,Role-Playing,0.1,0.07,0.11,0.46
Video Game 830,XOne,1999,Misc,2.32,1.13,0.23,3.8
Video Game 831,PS3,2020,Action,0.06,0.04,0.01,0.17
Video Game 832,XOne,2019,Misc,1.19,0.99,0.12,2.41
Video Game 833,Switch,1999,Shooter,2.37,1.45,0.24,4.19
Video Game 834,PS4,2006,Action,0.08,0.03,0.01,0.26
Video Game 835,PS4,2001,Platform,0.93,0.46,0.09,1.6
Video Game 836,XOne,1995,Sports,0.13,0.09,0.01,0.39
Video Game 837,Switch,2013,Shooter,1.01,0.84,0.1,2.1
Video Game 838,Switch,2004,Shooter,0.84,0.54,0.08,1.6
Video Game 839,Wii,2002,Sports,1.16,0.52,0.12,1.94
Video Game 840,PS3,2012,Role-Playing,0.47,0.3,0.49,1.36
Video Game 841,PC,2000,Sports,0.02,0.01,0.0,0.1
Video Game 842,XOne,2002,Role-Playing,1.76,1.27,2.3,5.5
Video Game 843,Switch,2016,Sports,0.05,0.04,0.0,0.27
Video Game 844,PC,2006,Role-Playing,0.14,0.07,0.18,0.55
Video Game 845,PS3,2002,Role-Playing,1.36,0.72,1.27,3.54
Video Game 846,PS4,2005,Misc,0.05,0.04,0.01,0.27
Video Game 847,PS3,2017,Role-Playing,1.29,1.17,1.1,3.72
Video Game 848,PC,2009,Shooter,0.88,0.61,0.09,1.64
Video Game 849,Wii,1995,Sports,0.58,0.25,0.06,1.01
Video Game 850,PS3,2020,Action,0.15,0.08,0.01,0.44
Video Game 851,XOne,2014,Misc,1.98,0.95,0.2,3.31
Video Game 852,PS3,2020,Misc,0.33,0.16,0.03,0.68
Video Game 853,PS4,2013,Platform,0.65,0.36,0.06,1.16
Video Game 854,Wii,2003,Sports,0.59,0.48,0.06,1.26
Video Game 855,PC,1997,Shooter,1.4,1.11,0.14,2.82
Video Game 856,PS3,2020,Platform,0.01,0.01,0.0,0.19
Video Game 857,XOne,2015,Platform,1.06,0.58,0.11,1.8
Video Game 858,XOne,2012,Platform,0.28,0.22,0.03,0.63
Video Game 859,PC,2018,Platform,0.31,0.16,0.03,0.64
Video Game 860,PS4,2020,Platform,0.5,0.34,0.05,1.03
Video Game 861,PC,2018,Shooter,0.86,0.45,0.09,1.55
Video Game 862,XOne,2003,Sports,0.11,0.07,0.01,0.33
Video Game 863,PS4,2015,Platform,0.14,0.07,0.01,0.4
Video Game 864,PS3,2011,Sports,0.31,0.15,0.03,0.61
Video Game 865,PC,2000,Sports,0.38,0.18,0.04,0.76
Video Game 866,PC,2019,Action,0.94,0.42,0.09,1.51
Video Game 867,PS3,2016,Misc,0.11,0.07,0.01,0.31
Video Game 868,Wii,2006,Sports,0.99,0.63,0.1,1.87
Video Game 869,PC,2010,Shooter,0.23,0.12,0.02,0.46
Video Game 870,XOne,2003,Platform,1.58,0.99,0.16,2.92
Video Game 871,Switch,2006,Platform,0.71,0.45,0.07,1.35
Video Game 872,PS4,2005,Shooter,0.49,0.44,0.05,1.04
Video Game 873,PC,2003,Sports,0.44,0.2,0.04,0.79
Video Game 874,Wii,2011,Misc,1.74,1.45,0.17,3.53
Video Game 875,XOne,2004,Action,0.11,0.05,0.01,0.32
Video Game 876,Wii,2014,Platform,0.74,0.51,0.07,1.46
Video Game 877,Switch,2019,Action,0.34,0.24,0.03,0.78
Video Game 878,Wii,2015,Platform,2.33,1.72,0.23,4.39
Video Game 879,PS3,2007,Shooter,0.49,0.23,0.05,0.95
Video Game 880,XOne,2007,Platform,0.17,0.11,0.02,0.43
Video Game 881,Switch,2006,Role-Playing,2.14,1.72,3.03,7.06
Video Game 882,PC,2007,Misc,1.72,0.91,0.17,2.88
Video Game 883,PS4,2011,Shooter,1.09,0.92,0.11,2.2
Video Game 884,XOne,2017,Misc,0.5,0.22,0.05,0.95
Video Game 885,Switch,2019,Misc,1.29,0.67,0.13,2.14
Video Game 886,Switch,2003,Platform,0.14,0.1,0.01,0.42
Video Game 887,PS3,2012,Role-Playing,0.56,0.26,0.75,1.71
Video Game 888,PS3,2011,Shooter,1.11,0.7,0.11,2.03
Video Game 889,PC,2018,Sports,1.1,0.77,0.11,2.17
Video Game 890,Wii,1995,Action,0.22,0.14,0.02,0.51
Video Game 891,Switch,2008,Platform,0.91,0.39,0.09,1.5
Video Game 892,PS3,2018,Role-Playing,0.41,0.2,0.56,1.24
Video Game 893,PS4,2014,Platform,1.0,0.47,0.1,1.68
Video Game 894,PC,2004,Sports,0.21,0.15,0.02,0.55
Video Game 895,Wii,2016,Misc,0.11,0.07,0.01,0.29
Video Game 896,Wii,2015,Platform,0.11,0.08,0.01,0.36
Video Game 897,XOne,2016,Role-Playing,0.06,0.04,0.07,0.24
Video Game 898,XOne,2012,Platform,0.46,0.22,0.05,0.85
Video Game 899,XOne,2015,Action,0.13,0.08,0.01,0.31
Video Game 900,Wii,2007,Action,0.72,0.45,0.07,1.42
Video Game 901,PC,1996,Shooter,0.33,0.19,0.03,0.71
Video Game 902,Switch,2012,Platform,0.39,0.3,0.04,0.8
Video Game 903,Switch,2000,Platform,0.02,0.01,0.0,0.15
Video Game 904,PC,2008,Action,0.04,0.03,0.0,0.27
Video Game 905,XOne,1997,Platform,0.17,0.1,0.02,0.45
Video Game 906,PC,2008,Platform,0.09,0.07,0.01,0.3
Video Game 907,Switch,1997,Role-Playing,0.66,0.38,0.79,1.93
Video Game 908,PC,2001,Platform,0.5,0.41,0.05,1.11
Video Game 909,Wii,2004,Role-Playing,0.56,0.31,0.81,1.79
Video Game 910,Switch,2010,Role-Playing,0.28,0.12,0.3,0.87
Video Game 911,PS4,2011,Shooter,0.51,0.43,0.05,1.06
Video Game 912,XOne,2008,Shooter,1.5,0.87,0.15,2.66
Video Game 913,Wii,2014,Shooter,0.01,0.01,0.0,0.1
Video Game 914,Switch,2000,Role-Playing,0.95,0.44,0.95,2.41
Video Game 915,PS3,2008,Action,0.03,0.03,0.0,0.15
Video Game 916,Wii,1999,Action,0.04,0.04,0.0,0.22
Video Game 917,XOne,2004,Sports,0.05,0.03,0.0,0.23
Video Game 918,PS4,2003,Sports,0.01,0.0,0.0,0.15
Video Game 919,XOne,2005,Action,2.82,2.05,0.28,5.29
Video Game 920,XOne,2016,Misc,0.17,0.07,0.02,0.32
Video Game 921,PS3,1997,Sports,0.41,0.23,0.04,0.84
Video Game 922,PS3,2009,Misc,0.44,0.31,0.04,0.93
Video Game 923,Wii,2015,Misc,1.29,0.88,0.13,2.48
Video Game 924,PS3,2020,Misc,0.69,0.47,0.07,1.35
Video Game 925,PS3,2019,Platform,1.32,1.18,0.13,2.8
Video Game 926,Wii,2005,Misc,0.34,0.29,0.03,0.72
Video Game 927,XOne,2011,Platform,0.35,0.19,0.04,0.78
Video Game 928,PS4,1999,Role-Playing,0.95,0.61,1.19,2.85
Video Game 929,Wii,2002,Shooter,0.06,0.04,0.01,0.22
Video Game 930,XOne,2008,Misc,0.13,0.1,0.01,0.44
Video Game 931,XOne,2013,Shooter,0.33,0.28,0.03,0.82
Video Game 932,Wii,2004,Sports,0.1,0.06,0.01,0.33
Video Game 933,XOne,1996,Action,0.01,0.01,0.0,0.08
Video Game 934,Switch,2014,Sports,0.32,0.18,0.03,0.73
Video Game 935,Wii,2011,Action,0.46,0.36,0.05,0.92
Video Game 936,XOne,2020,Shooter,0.03,0.02,0.0,0.22
Video Game 937,PC,2014,Role-Playing,0.25,0.19,0.28,0.85
Video Game 938,PC,2006,Action,0.1,0.05,0.01,0.35
Video Game 939,Switch,1997,Action,0.47,0.41,0.05,1.1
Video Game 940,Wii,2011,Role-Playing,0.72,0.33,0.7,1.86
Video Game 941,PS4,2019,Platform,1.18,0.54,0.12,1.89
Video Game 942,PS4,2004,Role-Playing,0.92,0.61,0.78,2.44
Video Game 943,PC,2001,Role-Playing,0.72,0.62,0.74,2.18
Video Game 944,PS3,2010,Sports,0.2,0.15,0.02,0.5
Video Game 945,XOne,2004,Platform,0.09,0.06,0.01,0.24
Video Game 946,PS3,2016,Sports,0.18,0.14,0.02,0.5
Video Game 947,Switch,2017,Role-Playing,0.08,0.04,0.11,0.31
Video Game 948,PS4,2016,Role-Playing,0.36,0.17,0.35,0.96
Video Game 949,PC,2020,Role-Playing,1.67,1.0,2.48,5.32
Video Game 950,XOne,2010,Shooter,0.89,0.4,0.09,1.48
Video Game 951,Wii,2004,Shooter,0.03,0.02,0.0,0.22
Video Game 952,Switch,2007,Role-Playing,0.57,0.23,0.71,1.68
Video Game 953,Switch,2018,Role-Playing,0.26,0.14,0.26,0.78
Video Game 954,Switch,2002,Sports,0.68,0.52,0.07,1.46
Video Game 955,Switch,2006,Shooter,0.18,0.11,0.02,0.46
Video Game 956,PC,2016,Sports,1.51,1.11,0.15,2.95
Video Game 957,Wii,2012,Role-Playing,1.06,0.81,0.95,2.96
Video Game 958,PS3,2016,Shooter,0.23,0.11,0.02,0.48
Video Game 959,Switch,2001,Sports,0.04,0.03,0.0,0.2
Video Game 960,PC,2013,Action,1.01,0.5,0.1,1.72
Video Game 961,Wii,1999,Shooter,0.99,0.63,0.1,1.83
Video Game 962,PS3,1997,Sports,0.21,0.1,0.02,0.48
Video Game 963,Wii,1999,Platform,0.78,0.59,0.08,1.63
Video Game 964,PS4,2009,Sports,0.24,0.2,0.02,0.52
Video Game 965,Switch,2019,Role-Playing,0.56,0.48,0.75,1.87
Video Game 966,XOne,1996,Sports,0.07,0.04,0.01,0.2
Video Game 967,Switch,1998,Sports,1.46,0.65,0.15,2.44
Video Game 968,PS4,1996,Role-Playing,0.51,0.41,0.45,1.49
Video Game 969,PS3,2011,Role-Playing,0.08,0.05,0.07,0.35
Video Game 970,PC,2011,Role-Playing,1.21,0.55,1.35,3.2
Video Game 971,Switch,2015,Shooter,0.58,0.31,0.06,1.03
Video Game 972,PC,2001,Role-Playing,0.05,0.02,0.05,0.25
Video Game 973,Switch,2020,Action,0.74,0.53,0.07,1.53
Video Game 974,XOne,2008,Action,0.45,0.25,0.05,0.94
Video Game 975,Wii,2007,Shooter,0.19,0.15,0.02,0.47
Video Game 976,PC,2020,Sports,0.03,0.02,0.0,0.16
Video Game 977,PC,2016,Action,0.6,0.42,0.06,1.27
Video Game 978,PS3,2010,Misc,0.22,0.09,0.02,0.41
Video Game 979,PC,2013,Action,1.33,1.04,0.13,2.6
Video Game 980,XOne,2003,Action,0.09,0.06,0.01,0.23
Video Game 981,Switch,2007,Shooter,0.11,0.05,0.01,0.22
Video Game 982,PS3,2007,Shooter,0.16,0.14,0.02,0.49
Video Game 983,PS3,2018,Platform,2.7,1.94,0.27,5.02
Video Game 984,Wii,1996,Sports,0.82,0.69,0.08,1.74
Video Game 985,Switch,1998,Misc,1.12,0.78,0.11,2.19
Video Game 986,XOne,2020,Shooter,0.99,0.52,0.1,1.71
Video Game 987,Switch,1995,Misc,0.3,0.24,0.03,0.75
Video Game 988,PS4,2005,Role-Playing,1.06,0.53,1.05,2.82
Video Game 989,PC,2000,Platform,0.0,0.0,0.0,0.13
Video Game 990,Wii,2003,Action,1.39,0.57,0.14,2.22
Video Game 991,PC,2017,Role-Playing,1.64,0.74,1.52,4.07
Video Game 992,XOne,2008,Shooter,0.42,0.33,0.04,0.88
Video Game 993,PS3,2010,Sports,0.86,0.55,0.09,1.66
Video Game 994,Switch,1999,Misc,0.06,0.04,0.01,0.19
Video Game 995,PS3,2012,Shooter,0.73,0.44,0.07,1.3
Video Game 996,XOne,2014,Misc,0.63,0.54,0.06,1.28
Video Game 997,PC,2006,Action,1.48,0.91,0.15,2.61
Video Game 998,PS4,1999,Misc,0.3,0.23,0.03,0.62
Video Game 999,PS3,2007,Misc,0.38,0.21,0.04,0.79
Video Game 1000,PS4,2020,Action,0.81,0.48,0.08,1.51
